index0;index1;index2;index3;index4;temp;press;hum;label;;;;;;
343278.59;2563204.00;6408762.00;1266151.50;264531.12;32.07;90187.10;14.07;3;;;;;;
282716.72;1919850.00;4588070.50;989133.06;240319.17;32.08;90187.15;14.98;3;;;;;;
365714.28;2694736.75;6774447.00;1332899.50;269119.59;32.11;90185.98;13.76;3;;;;;;
306037.06;2214054.00;5432360.50;1126202.87;263510.03;32.09;90183.60;13.95;3;;;;;;
338177.00;2424386.00;5921214.50;1221957.00;261491.31;32.14;90187.09;13.87;3;;;;;;
328099.97;2361487.50;5783268.50;1179723.50;249451.89;32.14;90184.57;13.95;3;;;;;;
291904.22;2029732.38;4896593.00;1039593.94;250550.53;32.14;90186.11;14.35;3;;;;;;
303048.25;2121180.75;5259711.00;1119737.50;264736.31;32.15;90184.23;13.90;3;;;;;;
309927.38;2223066.50;5459513.50;1154778.62;269331.94;32.15;90183.37;13.76;3;;;;;;
355802.66;2541731.25;6363954.00;1257985.25;259503.30;32.17;90185.54;13.96;3;;;;;;
328415.66;2394621.50;6036846.00;1200468.87;259306.16;32.15;90185.81;14.21;3;;;;;;
332575.50;2380011.50;5826458.00;1192083.87;266805.62;32.17;90185.67;13.76;3;;;;;;
318308.97;2269252.00;5553898.50;1150885.12;262295.09;32.20;90186.18;13.95;3;;;;;;
319202.00;2280623.50;5599453.00;1147982.12;249269.72;32.21;90185.53;14.15;3;;;;;;
304128.31;2124481.25;5199619.00;1101667.62;250734.58;32.17;90186.23;14.22;3;;;;;;
334531.19;2398828.75;5889288.50;1187935.00;255425.30;32.12;90188.20;14.45;3;;;;;;
343624.16;2522944.25;6251049.00;1254517.62;266389.19;32.10;90186.84;14.26;3;;;;;;
365714.28;2735225.50;6833785.00;1340752.87;269331.94;32.10;90186.20;13.97;3;;;;;;
335188.22;2422235.25;6063656.50;1230769.25;274310.22;32.11;90186.66;14.01;3;;;;;;
335847.81;2443914.00;6145536.50;1243095.62;275639.31;32.12;90186.33;13.65;3;;;;;;
316537.88;2241313.25;5497986.50;1127132.62;244624.94;32.13;90186.87;14.02;3;;;;;;
315368.03;2278720.50;5576582.50;1140311.75;235186.03;32.16;90189.08;14.30;3;;;;;;
278563.66;1952801.00;4789243.00;1025538.31;250366.75;32.17;90186.44;14.48;3;;;;;;
353957.84;2599809.50;6477169.50;1294973.12;258520.58;32.19;90187.62;13.84;3;;;;;;
337174.84;2474924.50;6363954.00;1282806.12;273870.03;32.16;90188.78;13.86;3;;;;;;
419500.22;3368421.00;8537780.00;1585446.12;286513.72;32.17;90186.23;12.95;3;;;;;;
314496.31;2248696.25;5565217.50;1145093.62;245504.67;32.19;90187.79;13.92;3;;;;;;
306586.81;2183951.00;5378857.50;1112438.87;238805.97;32.20;90187.58;14.38;3;;;;;;
300117.22;2090329.12;5189737.00;1097240.87;247642.08;32.20;90187.92;14.32;3;;;;;;
328099.97;2417945.75;6080534.50;1247639.37;275862.06;32.20;90188.19;13.70;3;;;;;;
341561.03;2537008.25;6535301.00;1296202.50;265353.72;32.20;90188.65;13.55;3;;;;;;
356173.91;2673629.25;6850930.50;1363515.37;279934.37;32.22;90188.82;13.42;3;;;;;;
340199.34;2465984.25;6240335.00;1270865.62;269119.59;32.22;90187.10;13.69;3;;;;;;
317716.41;2319365.75;5895646.00;1205769.75;252030.52;32.22;90189.11;13.91;3;;;;;;
342933.69;2570442.50;6554911.00;1294973.12;255616.58;32.22;90187.18;13.75;3;;;;;;
353957.84;2594868.50;6671010.00;1321290.37;263917.53;32.21;90187.71;13.82;3;;;;;;
296467.88;2109709.00;5229492.50;1099892.62;238139.53;32.19;90188.27;14.64;3;;;;;;
306037.06;2192719.50;5570894.50;1167616.87;252777.09;32.16;90188.36;14.38;3;;;;;;
302779.41;2183951.00;5497986.50;1145093.62;239981.25;32.14;90188.46;14.65;3;;;;;;
328099.97;2426540.25;6215478.00;1249923.75;253905.28;32.12;90187.38;14.32;3;;;;;;
320100.03;2311512.50;5764954.50;1211117.62;284840.06;32.13;90189.17;13.90;3;;;;;;
382589.19;2840499.25;7324095.00;1398429.50;285077.94;32.12;90186.40;13.32;3;;;;;;
323743.28;2400937.75;6233213.00;1286432.12;269971.00;32.11;90187.69;13.18;3;;;;;;
303587.31;2176986.50;5426962.50;1116076.25;238973.16;32.11;90188.41;14.24;3;;;;;;
341219.59;2513654.50;6386279.50;1281602.00;263306.75;32.09;90188.80;14.18;3;;;;;;
347472.00;2582597.75;6787075.50;1330302.00;282249.19;32.09;90190.16;13.88;3;;;;;;
351045.59;2684141.50;6991252.50;1407076.62;295441.44;32.08;90188.30;13.13;3;;;;;;
386269.34;2888575.50;7572914.50;1475504.37;270827.81;32.08;90189.70;13.28;3;;;;;;
329684.47;2411539.50;6312464.00;1256827.25;256000.00;32.09;90187.94;13.96;3;;;;;;
340538.75;2546471.75;6646653.00;1313662.62;263917.53;32.09;90190.55;14.02;3;;;;;;
339185.16;2585042.50;6778651.00;1370358.00;283420.97;32.13;90189.86;13.54;3;;;;;;
336510.03;2441728.75;6208412.50;1243095.62;257739.75;32.10;90190.76;14.21;3;;;;;;
387585.16;2931997.25;7755739.50;1510046.12;280394.31;32.10;90190.76;13.38;3;;;;;;
382160.84;2831662.75;7368563.00;1421728.62;276981.34;32.10;90188.38;13.49;3;;;;;;
328415.66;2428698.50;6308818.00;1279200.50;273870.03;32.10;90189.60;13.72;3;;;;;;
322519.69;2405167.25;6138628.50;1264978.37;276532.53;32.10;90189.23;13.97;3;;;;;;
318012.44;2357410.00;6121427.00;1234106.62;257545.27;32.10;90190.12;14.09;3;;;;;;
357292.41;2673629.25;7009198.00;1392723.62;281550.72;32.11;90191.13;13.65;3;;;;;;
457449.19;3768169.25;9511756.00;1821253.88;341561.03;32.29;90130.24;13.23;4;;;;;;
461157.41;3791715.00;9595315.00;1833482.50;344317.41;32.29;90131.45;13.21;4;;;;;;
455617.34;3752634.00;9603751.00;1834714.50;341903.19;32.29;90132.47;13.61;4;;;;;;
460535.19;3837002.25;9908679.00;1889298.87;347472.00;32.29;90131.19;13.63;4;;;;;;
462720.28;3834308.50;9819598.00;1881488.25;348536.41;32.31;90132.28;13.50;4;;;;;;
468435.50;3945100.00;10091777.00;1932075.50;352495.69;32.33;90131.51;13.21;4;;;;;;
484389.78;4108325.00;10621718.00;2005876.62;362606.22;32.31;90129.85;12.92;4;;;;;;
471021.16;3959400.75;10176398.00;1955598.00;353225.25;32.37;90130.72;13.11;4;;;;;;
472324.72;3973805.50;10176398.00;1955598.00;356918.78;32.42;90129.52;13.07;4;;;;;;
474293.66;3956532.25;10176398.00;1940312.63;352132.06;32.47;90130.25;13.10;4;;;;;;
468757.16;3894461.50;10054618.00;1910447.75;351769.16;32.52;90131.91;13.15;4;;;;;;
468757.16;3897240.75;10036141.00;1911785.25;349607.38;32.58;90131.75;13.12;4;;;;;;
467473.19;3861418.75;9962907.00;1899814.50;350325.00;32.64;90132.70;13.14;4;;;;;;
465243.06;3847816.00;9981115.00;1901137.13;349249.66;32.70;90132.03;13.08;4;;;;;;
464926.22;3883384.75;10026928.00;1898493.62;350325.00;32.76;90133.69;13.06;4;;;;;;
466514.81;3866887.00;9972002.00;1895857.50;351407.00;32.82;90133.02;13.01;4;;;;;;
