index0;index1;index2;index3;index4;Label
0.3665636886253032;0.6257475992979553;0.3898663850881368;0.6166851810708731;0.5688424690498083;0
0.3971352270317465;0.6617255243908347;0.4104262680520741;0.6403510331037547;0.6075021025750444;0
0.4239072190606196;0.7003789699618794;0.42679176042689;0.6552810486558542;0.6205538551036361;0
0.4483168549336064;0.7248387421327401;0.4673094034621751;0.6845856476338591;0.6550647899290721;0
0.4775612274651274;0.7402323007612936;0.506940867721442;0.7008975783159298;0.6766416590202143;0
0.503544000343506;0.7557860925104058;0.5108697825791549;0.7086291935125527;0.6839047521544817;0
0.4979214821739611;0.7538670214153429;0.5030719447105063;0.7043901355254388;0.6809817183611492;0
0.5296412901920337;0.7674980157177512;0.5344456336091646;0.7223772495001111;0.7043076237122625;0
0.5360073824584554;0.7760090028655644;0.5534252588978852;0.7374139080204399;0.7211626689834062;0
0.5514738674374421;0.7811029255586732;0.5384750072549195;0.7374139080204399;0.710717248387069;0
0.4929179576547558;0.7591658934487012;0.5007201383497014;0.7050922017329483;0.6795292910949369;0
0.5189942220258297;0.7581970420220675;0.5102615187888638;0.711481892912686;0.6846395770164388;0
0.5609329961275047;0.775505945394043;0.5341126080030383;0.7290690957564986;0.7043076237122625;0
0.5836233499563019;0.7857422333515924;0.5548582924871786;0.7351210842035103;0.7211626689834062;0
0.6033638472688202;0.8119682962002392;0.5527114976342585;0.7420439902243946;0.724849231734866;0
0.6209292409682462;0.8097622960288271;0.5602984980151516;0.7483048211508554;0.7285731098113472;0
0.5839707195966289;0.7978454234812322;0.5688502491708607;0.7498866918462563;0.7335972834443385;0
0.639965070302424;0.8108615697628923;0.607980836620157;0.7652388358142636;0.746028070692448;0
0.646288392794196;0.8237323883305572;0.6123226087541174;0.7677182848255943;0.7521793585017227;0
0.5953095619120511;0.7983782917658808;0.5411951100189061;0.7283181515218841;0.7050864615216806;0
0.604851714282316;0.7935936562589665;0.5425654749598597;0.7343568095978671;0.7082180784138499;0
0.622900334553309;0.8075712012639785;0.5599325634957013;0.7435992001777383;0.7219778653146399;0
0.5798291947267967;0.7904374364191251;0.5544992861600069;0.7328371473005999;0.7050864615216806;0
0.5654591794117806;0.7852242704735075;0.5354473872291057;0.7216396356365252;0.707432542981992;0
0.59603287427745;0.7973125551965837;0.5505813934263737;0.7343568095978671;0.7115104382445723;0
0.6205365407579386;0.8037591435353388;0.5949032438583544;0.7546678515885359;0.73911899474428;0
0.6089814684788727;0.8048472382144813;0.5753405482058108;0.7451632970451011;0.7344411838717424;0
0.6571095501166684;0.8340804668373336;0.599060001766689;0.7693801377471673;0.7539551852514527;0
0.6055984332155641;0.8092145223376149;0.5559378308113402;0.7351210842035103;0.7131006451724016;0
0.5949485346966259;0.7883432267969399;0.5647279747650044;0.735880915352144;0.7167068364545849;0
0.6450137456866744;0.8192123237901467;0.5957300606232571;0.7578893579204621;0.7378368784486775;0
0.5956709934635811;0.8016015859352583;0.5460218556123789;0.7298200399911131;0.6989035992066188;0
0.6018832583052124;0.8021381805715478;0.5527114976342585;0.7298200399911131;0.7050864615216806;0
0.5832763846520799;0.7951848084096304;0.5398316732702312;0.7216396356365252;0.6943358207027337;0
0.6015142342201574;0.7941227981919742;0.5625044974202719;0.7298200399911131;0.7103211318599202;0
0.6022527316526063;0.7935936562589665;0.5617672747782467;0.735880915352144;0.7027547321094545;0
0.636642910086017;0.8175280128484604;0.5891797697415296;0.7546678515885359;0.7281569004168792;0
0.6178012968608838;0.8059316065419829;0.5819804332104157;0.7397200622083981;0.717512464753762;0
0.6305059865385954;0.8103137960716801;0.582771664260432;0.7459453454787824;0.7244378063564264;0
0.6139353944358792;0.8021381805715478;0.5726502051768397;0.7435992001777383;0.7191304189745558;0
0.6441667513994157;0.8254390573820889;0.5847591106909408;0.7538680293268163;0.7327552966233458;0
0.6321309234916458;0.8141817490749332;0.5839625260377999;0.7483048211508554;0.7264997172646527;0
0.6429004605713949;0.8147369754694271;0.5899906831559742;0.7530682070650967;0.7244378063564264;0
0.6770615601382736;0.8254390573820889;0.6307912798622801;0.7693801377471673;0.7588817649574653;0
0.7037723177103741;0.8429007411713414;0.6435733222398279;0.7820706509664519;0.7652454630783995;0
0.6637779510108397;0.8311813652607142;0.6037000010864665;0.7587025105532104;0.7352879547087634;0
0.6571095501166684;0.815851154610056;0.6257278735189218;0.7677182848255943;0.7490907977538088;0
0.666483363888601;0.835831852108556;0.6239068611620184;0.7760986447456121;0.7584311106475932;0
