0.048824593;0.007773459;0.001933301;0.043938161;0.018273472;0.062602069;0.015864023;0.106521739;0.030598053;0
0.049427366;0.006662965;0.003866602;0.043938161;0.018903592;0.074578116;0.016997167;0.113043478;0.031988873;0
0.04822182;0;0.000483325;0.048006509;0.018903592;0.075122482;0.014730878;0.108695652;0.030598053;0
0.04822182;0.008883953;0.000966651;0.048006509;0.017013233;0.074033751;0.017563739;0.110869565;0.029207232;0
0.049427366;0.008328706;0.003866602;0.0455655;0.020163831;0.073489385;0.014730878;0.110869565;0.030598053;0
0.049427366;0.008328706;0.001933301;0.048006509;0.02205419;0.074578116;0.014730878;0.104347826;0.030598053;0
0.050632911;0.007218212;0;0.04719284;0.020163831;0.075122482;0.016430595;0.108695652;0.030598053;0
0.049427366;0.008328706;0;0.048006509;0.018903592;0.074578116;0.016430595;0.117391304;0.030598053;0
0.050632911;0.008883953;0.000966651;0.048820179;0.020163831;0.075122482;0.014164306;0.110869565;0.030598053;0
0.047016275;0.0094392;0.004349928;0.051261188;0.020793951;0.075122482;0.016430595;0.110869565;0.034770515;0
0.051838457;0.011660189;0.004349928;0.048006509;0.02205419;0.075122482;0.014730878;0.113043478;0.029207232;0
0.049427366;0.011660189;0.004349928;0.052888527;0.018273472;0.075122482;0.014730878;0.097826087;0.034770515;0
0.050632911;0.012215436;0.001933301;0.048006509;0.020163831;0.075122482;0.014730878;0.110869565;0.030598053;0
0.051235684;0.013881177;0.001933301;0.048006509;0.014492754;0.07675558;0.018696884;0.097826087;0.031988873;0
0.051235684;0.0094392;0.004833253;0.052888527;0.020793951;0.076211214;0.017563739;0.108695652;0.020862309;0
0.051838457;0.012770683;0.004349928;0.049633849;0.018273472;0.07675558;0.01529745;0.110869565;0.038942976;0
0.053646775;0.014436424;0.004349928;0.048006509;0.020163831;0.076211214;0.014730878;0.106521739;0.037552156;0
0.05244123;0.011104942;0.004349928;0.055329536;0.020163831;0.076211214;0.017563739;0.110869565;0.030598053;0
0.054249548;0.014991671;0.006283229;0.052074858;0.021424071;0.07675558;0.014730878;0.106521739;0.040333797;0
0.053044002;0.014991671;0.004349928;0.052074858;0.02205419;0.077299946;0.017563739;0.113043478;0.037552156;0
0.054249548;0.011660189;0.004349928;0.049633849;0.019533711;0.077299946;0.015864023;0.115217391;0.030598053;0
0.054852321;0.014991671;0.005316578;0.048006509;0.02205419;0.076211214;0.018696884;0.110869565;0.030598053;0
0.054249548;0.01332593;0.011116481;0.051261188;0.020163831;0.07675558;0.015864023;0.117391304;0.037552156;0
0.054249548;0.012215436;0.005316578;0.052074858;0.018903592;0.077844311;0.016430595;0.110869565;0.034770515;0
0.053044002;0.01332593;0.004349928;0.049633849;0.020163831;0.077844311;0.018696884;0.097826087;0.033379694;0
0.054852321;0.031649084;0.005316578;0.048006509;0.019533711;0.080021775;0.017563739;0.097826087;0.058414465;0
0.054852321;0.018323154;0.00821653;0.051261188;0.02331443;0.07675558;0.019830028;0.104347826;0.034770515;0
0.054852321;0.018323154;0.006766554;0.052888527;0.02205419;0.077299946;0.01529745;0.102173913;0.052851182;0
0.054852321;0.014991671;0.035282745;0.054515867;0.02205419;0.077844311;0.018130312;0.104347826;0.036161335;0
0.054852321;0.014991671;0.005799903;0.049633849;0.02205419;0.077299946;0.017563739;0.113043478;0.043115438;0
0.054852321;0.018323154;0.005799903;0.064279902;0.018903592;0.079477409;0.020963173;0.104347826;0.040333797;0
0.056057866;0.018323154;0.00918318;0.049633849;0.02268431;0.080021775;0.016430595;0.136956522;0.107093185;0
0.054852321;0.017767907;0.00918318;0.056143206;0.019533711;0.081110506;0.018696884;0.1;0.040333797;0
0.056660639;0.021654636;0.007249879;0.052888527;0.02331443;0.08056614;0.018696884;0.110869565;0.045897079;0
